Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-06-01,23,10.64898/2026.05.27.26354181,2,epidemiology,"Health Literacy and Lifestyle Scores Among A Small but Diverse Group of Older Asian Adults Who Attended Community Health Events in Los Angeles","Zhang, E.; Tran, T.; Shun, K.; Tran, D.; Tsai, A.; Kwang, E.; DerSarkissian, M.; Kuo, T.","Abstract/SummaryThe Asian population in Los Angeles is among the largest and most heterogeneous in the U.S. This is true culturally and health-wise. Older Asians have differing risks for cardiovascular and cardiometabolic disease, depending on their ethnicity, health literacy, and lifestyle choices. This pilot examines several of these factors in a small but diverse group of older Asian adults who attended community health events from 2024-2025. Self-reported and biometric data were collected at five such events hosted by the Asian Pacific Health Corps at UCLA. The pilot generated health literacy and lifestyle (HLL) scores for all participating attendees and explored how they relate to their socio-demographics, healthcare habits, and predictions of their own health data. Overall, there were significantly more females than males with higher HLL scores (p = 0.027). College education (p = 0.028) and ""normal"" ranges for biometric data (e.g., blood pressure, BMI, blood glucose, cholesterol) were related to higher median HLL scores. With a few exceptions, fewer than 50% accurately predicted their biometric numbers regardless of HLL scores, suggesting a disconnect between perception and reality, and that better provider-patient communication may help foster greater patient understanding about their chronic conditions. These HLL score distributions indicate that educational attainment, better awareness of ons health, and high health literacy are individual factors that may influence older Asians understanding and potential approach to managing their health conditions."
2026-06-01,23,10.64898/2025.12.17.25342447,2,"public and global health","Levels and trends in fertility rates among adolescents aged 15-19 in 21 States and Union Territories in India from 1990 to 2050: A Bayesian Modelling Study","Chao, F.; Su, Y.; Guilmoto, C. Z.","ObjectivesAdolescent fertility in India remains underexplored at the state level. This study estimates age-specific fertility rates (ASFRs) for females aged 15-19 across all major Indian states and union territories (UTs) from 1990 to 2025 and generates probabilistic projections of state-level ASFRs for females aged 15-19 through 2050.  DesignBayesian modelling based on fertility data from five phases of the India National Family Health Surveys (NFHSs) in 1992-93, 1998-99, 2005-06, 2015-16, and 2019-21 and the Sample Registration System from 1971 to 2007.  SettingIndia.  Participants(1) 1992-93 NFHS: 7,815 ever-married women aged 15-19, (2) 1998-99 NFHS: 7,041 ever-married women aged 15-19, (3) 2005-06 NFHS: 23,955 women aged 15-19, (4) 2015-16 NFHS: 124,878 women aged 15-19, (5) 2019-21 NFHS: 122,480 women aged 15-19 years, and (6) Sample Registration System (SRS) from 1971 to 2007: 313 state-level ASFR 15-19 records.  Outcome measuresIn 2025, Jammu and Kashmir had the lowest ASFR estimates at 4.0 births with a 95% credible interval [0.5; 35.7] per 1,000 females aged 15-19, while West Bengal had the highest rate at 55.4 [18.2; 157.7] births per 1,000. High 15-19 ASFR estimates concentrated in north-eastern states. We project adolescent fertility to either decline across states/UTs or remain stable in those estimated at low levels prior 2025. By 2050, the 15-19 ASFRs are projected to range from 0.7 [0.1; 3.6] to 47.7 [13.5; 150.8] per 1,000 across Indian states/UTs.  ConclusionsThis study provides the first estimates and probabilistic projections of ASFR for ages 15-19 at the state level in India, including uncertainty estimates based on reproducible models. These outcomes can assist in region-specific policy planning to address child marriage, expand contraceptive access among adolescents, and strengthen educational and gender-equity initiatives.  ARTICLE SUMMARYO_ST_ABSStrengths and limitations of this studyC_ST_ABSO_LIWe developed a Bayesian spatiotemporal hierarchical modelling framework that incorporates measurement uncertainty and differences in data quality across sources, and enables information sharing across states/UTs to improve estimates in states/UTs that lack data. C_LIO_LIThe study is based on an extensive database of state-level ASFR aged 15-19, including five India National Family Health Surveys and the Sample Registration System, totalling 1,510 fertility observations. C_LIO_LIBy modelling key state-level covariates such as marital status (with a flexible nonlinear structure), education attainment, and total fertility, the approach captures subnational demographic variations in India. C_LIO_LIThe modelling choice of assuming random effects for selected covariates may not fully capture state-level dynamics or shifts over time. C_LIO_LIThe probabilistic projections are subject to model assumptions and priors that the relationships between covariates and adolescent fertility remain stable, which may be inadequate if major behavioural, policy changes, or plausible prior information occur in the future. C_LI"
2026-06-01,23,10.64898/2026.05.29.26354440,1,"dentistry and oral medicine","DKK1 and CKAP4 expression is associated with cervical lymph node metastasis in tongue squamous cell carcinoma","Fujita, H.; Takahashi, O.; Yada, N.; Tanaka, J.; Haraguchi, K.; Morioka, M.; Yaginuma, T.; Sasaguri, M.; Kokabu, S.; Habu, M.","ObjectiveTo identify Dickkopf-1 (DKK1) as a prognostically relevant candidate in head and neck squamous cell carcinoma and to evaluate whether DKK1 and cytoskeleton-associated protein 4 (CKAP4) expression is associated with cervical lymph node metastasis in tongue squamous cell carcinoma (TSCC).  MethodsDKK1 was screened using the Human Protein Atlas Pathology Atlas. Immunohistochemical expression of DKK1 and CKAP4 was examined in 54 patients with primary TSCC (cT1-4N0) treated surgically between 2015 and 2020. Nine cases were excluded because of insufficient tissue blocks or inadequate staining quality, leaving 45 evaluable cases. Associations with delayed cervical lymph node metastasis were assessed together with conventional clinicopathological factors, including infiltrative growth pattern (INF) and pathological depth of invasion (pDOI).  ResultsIn public database analysis, high DKK1 expression was associated with poorer overall survival in head and neck squamous cell carcinoma. In the TSCC cohort, pDOI [&ge;]5 mm and INF pattern c were significantly associated with cervical lymph node metastasis. Positive DKK1 and CKAP4 expression were also significantly associated with cervical lymph node metastasis. Furthermore, combined DKK1/CKAP4 positivity, when incorporated with INF and pDOI, provided additional risk stratification, and cases with all 3 factors showed a markedly increased likelihood of cervical lymph node metastasis.  ConclusionsExpression of DKK1 and CKAP4 was associated with cervical lymph node metastasis in TSCC. Combined assessment of DKK1/CKAP4 expression with INF and pDOI may improve pathological risk stratification and may help identify patients who require closer neck evaluation and postoperative management."
2026-06-01,23,10.64898/2026.05.28.26354376,1,epidemiology,"Integrated surveillance resolves Darien paradox of Oropouche virus emergence in Panama migration corridor","Rodriguez, X.; Perez-Jimenez, J. G.; Alexander, L. W.; Lezcano-Coba, C.; Galue, J.; Juarez, Y.; Beltran, D.; Smith, D. R.; Kadir, M.; Ali, D. W.; Corrales, R.; Trujillo Rodriguez, L.; Valdiviezo, G. E.; Thomas, Q. K.; Cicalo, A.; Fitzpatrick, M. C.; Luquette, A. E.; Cameron Sayer, L.; Cer, R. Z.; Malagon, F.; Grajales, I. A.; Rivera, L. F.; Gonzalez-R, Z.; Antioco, J.; Walters-Valdes, E.; Meneghello-Ponce, N.; Vittor, A. Y.; Escobar-Lee, K.; Abouganem-Shaw, A.; Rodriguez, F.; Aguirre, E.; Loyola, S.; Tinoco, Y.; Moreno, B.; Chen-German, M.; Ampuero, S.; Gomez-Angelo, A.; Correa-Duarte, S.; Ace","Oropouche virus (OROV) spread across the Americas in 2024, yet Panamas Darien migration corridor saw no outbreak until nearly a year after Brazils January 2024 peak, raising two hypotheses: cryptic circulation masked by diagnostic gaps, or recent introduction under permissive climatic conditions. Here we resolve this paradox using integrated clinical, genomic, and climate-informed surveillance. Among 1,040 individuals tested, 43% were OROV-positive and showed a clinical signature distinct from co-circulating arboviruses, including headache more frequent than in dengue (RR 2.38, 95% CI 1.74-3.24). The household secondary attack rate was 56%, and waste burning independently predicted infection. Phylogeographic reconstruction identified a single recent introduction in October 2024 with no evidence of adaptive evolution, excluding prolonged cryptic persistence. Climate-informed models indicate broad outbreak susceptibility across Panama, with Bocas del Toro and Los Santos as the next highest-risk provinces. These findings identify a Central American foothold for OROV with potential for further northward spread."
2026-06-01,23,10.64898/2026.05.28.26354356,1,"public and global health","HIV-HPV Syndemic and Anal Precancerous Lesions Among MSM and Transgender Women in Pakistan: A Biological Continuum in High-Risk Sexual Networks","Ejaz, M.; Ahmed, A.; Rizvi, S. H.; Rizvi, A. A.; Ali, F.; Haroon, A.","BackgroundSexual and gender minorities (SGM), including men who have sex with men (MSM) and transgender women, often face stigma, legal constraints, and limited access to sexual and reproductive health services. These conditions restrict prevention and care, increasing vulnerability to HIV and human papillomavirus (HPV) infections. While strong HIV-HPV interaction is documented in high-income settings, evidence from low- and middle-income countries remains limited. This study examines the burden, co-infection dynamics, and progression of HPV infection and anal dysplasia among MSM and transgender women in Pakistan.  MethodsA cross-sectional study was conducted between 15/09/2015 and 25/10/2016 among MSM and transgender women recruited from sexual health and antiretroviral therapy centers in Karachi. Eligible participants were aged [&ge;]18 years and self-reported anal sex within the past 6 months (N=298). Two anal specimens were collected for HPV DNA detection and genotyping using PCR, and anal squamous intraepithelial lesions (ASIL) were assessed cytologically using the Bethesda classification. Associations were estimated using Cox proportional hazards regression algorithms to derive prevalence ratios (PRs).  ResultsAmong participants, 44% (n=133) were living with HIV. Overall HPV prevalence was 65.1%, rising to 87% among HIV-positive individuals compared to 48% among those without HIV ({chi}{superscript 2}p[&le;]0.001). Likewise 28.9% of participants living with HIV were infected with two or more than two types of HPV as compared with 18.8% participants without HIV ({chi}{superscript 2}p[&le;]0.001). HIV infection was strongly associated with HPV acquisition (adjusted PR 2.81, 95% CI 2.16-3.82). Among HPV-positive participants (n=194), 58.8% were co-infected with HIV. High-risk HPV was highly prevalent among those living with HIV (83.2% vs. 35.3% ({chi}{superscript 2}p[&le;]0.001)), with HPV16 as the dominant oncogenic type. Multiple HPV infections were more common among HIV-positive individuals ({chi}{superscript 2}p[&le;]0.001), and HIV seropositivity was 3.43 (95% CI: 2.55-3.51) times higher among those with high-risk HPV. Co-infected participants demonstrated prolonged smoking, longer duration of sex work, high-intensity sex work with limited condom negotiation, and higher prevalence of anal warts (all p<0.05). Anal dysplasia (ASIL) was present in 35% of participants and was higher among HIV-positive individuals (42.4% vs. 28.1%, p<0.001). HIV-HPV co-infection was independently associated with ASIL (adjusted PR 1.75, 95% CI 1.07-2.88), while high-risk HPV further amplified this risk (PR 3.04, 95% CI 1.75-5.26).  ConclusionThese findings demonstrate a biological continuum in HIV-positive MSM and transgender women, where HIV increases HPV acquisition, persistence, and multiplicity, accelerating progression to anal dysplasia. This reflects a syndemic shaped by biological interaction and structural vulnerability. Integrating HPV screening and vaccination within HIV services is essential to interrupt progression to cancer in this high-risk population.  What this study addsThis study provides context-specific evidence from Pakistan, a country experiencing a rapidly expanding HIV epidemic with low diagnosis and treatment coverage. It demonstrates a higher burden of high-risk and multiple HPV infections among individuals living with HIV and shows that HIV seropositivity was more than threefold higher among participants with high-risk HPV infection. These findings highlight a biological continuum linking HIV infection, HPV multiplicity, and anal dysplasia, and underscore the urgent need for integrated HIV-HPV prevention strategies in high-risk populations."
2026-06-01,23,10.64898/2026.05.29.26354425,1,"public and global health","Implementation and impact of a 5-year community-based tuberculosis screening intervention in Cambodia: a mixed-methods pragmatic evaluation using the RE-AIM framework","Soun, B.; Chamroen, P.; Nagashima-Hayashi, M.; Thovy, H.; Menh, S.; Ong, S.; Tep, S.; Eng, S.; Aung, K. M.; Yi, S.; Choub, S. C.; Tuot, S.; Teo, A. K. J.","BackgroundCambodia is a high-TB burden country where over a third of TB cases have gone undetected. The Community Mobilisation Initiatives to End TB (COMMIT) programme, implemented across four provinces and 27 operational districts (ODs) in Cambodia from October 2019 to September 2024, aimed to improve TB case finding, diagnosis, treatment, and prevention through community-driven approaches. This study evaluated the implementation, programme outcomes, and sustainability of COMMIT to inform future TB initiatives.  MethodsThis mixed-methods explanatory sequential study used the Reach, Effectiveness, Adoption, Implementation, and Maintenance (RE-AIM) framework. Quantitative data were collected from the programme database and the national TB Management Information System (TB-MIS). In-depth interviews, guided by the Theoretical Domains Framework (TDF), explored contextual factors influencing programme implementation and complement quantitative findings. Quantitative data were analysed descriptively to estimate screening coverage, diagnostic yield, and construct care cascades. Qualitative data were transcribed and translated into English, coded, consolidated into a matrix structured using RE-AIM and TDF components, and analysed thematically.  ResultsCOMMIT screened 695,970 people for TB. Key populations were reached, though sex and age disparities in screening participation reflected underlying social and structural barriers. Approximately 98% of those screened underwent diagnostic testing. Treatment initiation (>99%) and completion (>97%) rates were high. COMMIT operationalised contact investigation and evaluation for TB preventive treatment (TPT), screening over 90% of notified contacts. More than 20,000 people were TPT-eligible, of whom 68.7% enrolled in and 86.2% completed TPT. These programme outcomes were supported by strong community engagement, expansion of rapid molecular diagnostics, and programme adaptability during COVID-19. COMMIT was scaled from 10 to 27 ODs, during which it strengthened community capacity by training healthcare workers and expanding peer support groups. Stakeholders emphasised the need to reinforce local ownership and public-private sector collaboration, strengthen integrated services, and de-implement low-value practices such as symptom-based screening.  ConclusionsCOMMIT improved TB case detection, treatment support, and prevention in Cambodia through community-led strategies and sustained capacity building. Maintaining the programmes impact will require continued investment in community systems, de-implementation of low-value practices, and the adoption of efficient, person-centred approaches that address evolving community needs."
2026-06-01,23,10.64898/2026.05.28.26354383,1,nephrology,"Algorithmic Versus Expert Rankings of Large Language Models in Peritoneal Dialysis Prescription Review: A Trap-Embedded Synthetic Benchmark","Wei, C.-H.; Lin, H.-J.; Lai, W.-W.; Lin, H. M.","BackgroundClinical LLM benchmarks rarely test whether algorithmic rankings agree with expert clinical judgment. We developed a trap-embedded peritoneal dialysis (PD) benchmark comparing multiple scoring constructs with blinded nephrologist ratings.  MethodsWe generated 125 synthetic PD cases containing 13 ISPD-aligned trap types. Five LLMs (Claude Sonnet 4.5, GPT-5.4, Gemini 3.1 Pro, DeepSeek-R1, Grok 4.1 Fast) evaluated each case three times at temperature 0 (1,875 calls). Primary outcome was must-identify TDRmust, analyzed with GEE and case-clustered bootstrap. Secondary analyses included a verbosity-sensitive alarm-burden proxy, WCS, relaxed-match scoring, WCS sensitivity analyses, and a 25-output blinded expert adequacy substudy. Must-identify kappa was 0.89 in Stage 1 and 0.92 in Stage 2.  ResultsRankings were discordant. Recall ranked Claude (0.977) and GPT-5.4 (0.955) above the other models (0.86-0.90, p<0.0001). The alarm-burden proxy favored concise models (Grok 0.689; 21.6 vs 2.4 issues/case), while WCS produced a third ordering. In the expert substudy, inter-rater concordance was strong (rho 0.977), but WCS did not show a positive association with expert adequacy (rho -0.17, p=0.41).  ConclusionClinical LLM rankings in PD prescription review depend strongly on scoring construct. Algorithmic metrics should be reported alongside blinded expert adequacy ratings and should not alone determine deployment."
2026-06-01,23,10.64898/2026.05.26.26354110,1,"infectious diseases","Longitudinal performance of the ENLIST ENL Severity Scale in individuals with severe erythema nodosum leprosum: responsiveness, trajectories and clinical features - a secondary analysis of the Methotrexate and Prednisolone study - MaPs in ENL","de Barros, B.; Hamza, A.; Getachew, A.; Medhi, M.; Sultana, F.; Acharya, B.; Pai, V.; Wakade, A.; Bhame, B.; Hagge, D.; Napit, I.; Shah, M.; Maximus, N.; Darlong, J.; Listiawan, M. Y.; Doni, S.; Nicholls, P.; Genser, B.; Lambert, S. M.; Lockwood, D. N. J.; Walker, S. L.","BackgroundErythema nodosum leprosum (ENL) is a severe inflammatory complication of lepromatous leprosy characterised by recurrent inflammatory episodes often requiring prolonged immunosuppression. The severity of ENL can be quantified using the validated and reliable ENLIST ENL Severity Scale (EESS). The longitudinal course of ENL and how it is captured using standardised severity measures has not been well described. We prospectively evaluated the changes in ENL severity over time using the EESS in a randomised clinical trial.  MethodsWe conducted a post-hoc analysis of participants enrolled in the Methotrexate and Prednisolone Study in ENL, an international multicentre randomised controlled trial conducted in Ethiopia, India, Indonesia, and Nepal. Adults with severe ENL (EESS score [&ge;]9) were followed for 60 weeks with repeated EESS assessments. Longitudinal trajectories were analysed using mixed-effects regression models. Item-level analyses characterised the clinical phenotype captured by the scale. Associations between EESS score, prednisolone exposure, and dermatology-specific health-related quality of life measured using the Dermatology Life Quality Index (DLQI) were examined.  FindingsA total of 135 participants contributed 1,958 EESS assessments. Mean EESS declined rapidly during the first four weeks of treatment (-2.10 points/week; 95% CI -2.36 to -1.84; p<0.001), increased modestly during reduction in corticosteroid dose (weeks 4-20), and gradually declined thereafter. Severe ENL (EESS score [&ge;]9) occurred in 20.6% of visits and was characterised primarily by pain and cutaneous inflammatory manifestations. Participants who required additional prednisolone had persistently higher EESS scores and showed limited improvement compared with those who did not receive additional prednisolone. Longitudinal EESS scores were strongly correlated with the DLQI score (Spearmans {rho}=0.75; p<0.001).  ConclusionThe EESS captures clinically meaningful changes in ENL severity, aligns with treatment decisions, and reflects patient-reported severity over time. These findings support the use of the EESS as a robust tool for monitoring ENL severity in both clinical research and routine care.  FundingThis work was supported by The Hospital and Homes of St. Giles, grant number ITCRZM25 and Leprosy Research Initiative, Turing Foundation and plan:g under LRI grant number 704.16.71"
2026-06-02,23,10.1101/2025.10.03.25337284,3,"public and global health","Coordinating collaborative infectious disease modeling projects with the hubverse","Consortium of Infectious Disease Modeling Hubs,  ; Kerr, M.; Borchering, R.; Castro Rivadeneira, A. J.; Contamin, L.; Funk, S.; Hochheiser, H.; Howerton, E.; Krystalli, A.; Shandross, L.; Reich, N. G.","To better respond to threats, decision-makers are increasingly interested in predictions they can understand and trust. Collaborative modeling can help increase the relevance, transparency, and robustness of predictions. This approach can be facilitated with hubs, or centralized data repositories to collect, analyze, and communicate model output. This paper introduces the hubverse, a suite of standards and software tools to streamline the creation and operation of collaborative modeling hubs. Hubverse file structure and model output standards enable the use of common tools to validate, aggregate, visualize, evaluate, and communicate model output. Currently, the hubverse is used by nearly two dozen collaborative and local modeling hubs around the globe to support infectious disease modeling efforts, including hubs hosted and/or used by the United States Centers for Disease Control and Prevention, European Centre for Disease Prevention and Control, Australia-Aotearoa Consortium for Epidemic Forecasting and Analytics, and California Department of Public Health."
2026-06-02,23,10.64898/2026.05.28.26354323,1,"public and global health","Evaluating the effect of a health-promoting behavioural programme on student's quality of life, academic self-efficacy and health: Study protocol of the PROMESS-Group randomised controlled trial","Krikorian, A.; Lecocq, B.; Le Pen, M.; Rollet, A.; Gouy, E.; Mura, M.; Metais, A.; Spiegel, K.; Pelloux, S.; Haesebaert, J.; Rode, G.; Schlatter, S.","BackgroundMedical and doctoral students in health sciences represent a strategic public health lever as future professionals who will have a lasting influence on healthcare practices and the overall quality of health systems. Impaired quality of life and mental health issues among these students, coupled with scarce prevention programmes, led us to develop PROMESS-Group, an innovative multimodal programme designed to promote healthier lifestyle habits among university students.  MethodsWe will conduct a 2-arm randomised, controlled, superiority monocentric trial to assess the effect of this programme on medical and doctoral students compared to a control group. The intervention will consist of six sessions covering stress, sleep and physical activity domains. Each session will include group and individual meetings led by trained peer experts, focusing on needs assessment, self-care education, and personalised goals setting. Students quality of life, academic self-efficacy, and broader health outcomes will be assessed using validated questionnaires and objective tools at baseline, during, and post-intervention. Data will be analysed according to the intention-to-treat principle and presented in accordance with CONSORT guidelines. Ethical approval was obtained from the institutional review board (IRB2025021802). All procedures will be performed in adherence to the Helsinki Declaration.  DiscussionThis study will enable the generation of high-quality evidence to evaluate the programmes effects on students quality of life and related psychosocial outcomes, and may inform evidence-based health promotion strategies in university settings.  Trial registration: ClinicalTrials.gov: NCT07030751 (https://clinicaltrials.gov/study/NCT07030751?locStr=Lyon,%20France&country=FR&state=Auvergne-Rh%C3%B4ne-Alpes&city=Lyon&cond=promess%20group&rank=1), 06.12.2025 - retrospectively registered.  This protocol study follows the SPIRIT guidelines (Appendix 1)."
