Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-06-15,25,10.64898/2026.06.01.26354569,2,"public and global health","Early assessment of potential airline-mediated importation risk during the 2026 DRC-Uganda Bundibugyo virus disease outbreak","Kinoshita, R.; Suzuki, M.; Yoneoka, D.","During the 2026 Bundibugyo virus disease outbreak in the Democratic Republic of the Congo and Uganda, we projected potential airline-mediated importation risk using contemporary airline network and an externally calibrated Ebola importation hazard. Effective-distance analyses identified major international hub countries, including Belgium, France, South Africa, Kenya, and the United Arab Emirates, as higher-probability gateways until the end of June, 2026. These early projections provide a reproducible framework for real-time international situational awareness, while emphasizing that importation risk does not imply local transmission risk."
2026-06-15,25,10.64898/2026.06.10.26355415,1,epidemiology,"Natural Language Processing Based Solution for Labeling Brain Metastasis Identified in Radiology Reports","Liu, T.; Han, Y. T.; Zuo, H.; Das, S.; Lin, H.-M.; Colak, E.; Istasy, M.; Ladak, A. M.; Bigenimana, J. C.; Gondara, L.; Simkin, J.; Lee, J.; Roozbeh, D.; Nichol, A. M.; Easaw, J.; Walker, E.; Yip, S.; Mou, L.; Yuan, Y.","PurposeBrain metastases (BM) far exceed primary CNS tumours and constitute the majority workload for neuro-oncology care providers. Currently, the cancer registries only capture synchronous BMs, which is only a small proportion of all BMs. We aim to develop and validate a natural language processing (NLP) algorithm that identifies brain metastases in radiology reports, enabling scalable surveillance of asynchronous BMs.  MethodsUsing population-based cancer registry data in Alberta, Canada, we identified a cancer cohort diagnosed between 2012-2019 with follow-up to 2022. All brain/head radiology reports at and post-cancer diagnosis were identified. Reports were sampled through a multi-phase approach and manually labeled for BM presence. We trained two Bio_ClinicalBERT models on the ""Findings"" and ""Impressions"" sections, respectively, and took the maximum predicted probability as the report-level prediction. Internal and external validation used reports from the Canadian provinces of Alberta, Ontario, and British Columbia.  ResultsThe models were trained on 1,879 samples. For internal validation, 1,833 reports from 357 patients were tested. At a probability threshold of 0.4, the model achieved a sensitivity of 0.888 and precision of 0.499. The ensemble substantially outperformed single-section models, which achieved sensitivities of only 67.8% (Findings) and 74.2% (Impressions). On external validation, sensitivity was 0.918 in Ontario and 0.726 in British Columbia, demonstrating robustness across diverse data distributions.  ConclusionsAn NLP-based pipeline processing both Findings and Impressions sections has been developed and validated in three Canadian provinces. It meets cancer registry operational requirements and to be implemented into the surveillance workflow in Alberta and British Columbia, providing a foundation for population-level BM surveillance."
2026-06-15,25,10.64898/2026.06.11.26355432,1,"public and global health","Reaching out-of-school girls with HPV vaccination: A qualitative evaluation in six low- and middle-income countries using the RE-AIM framework","Zhang, L.; Rosser, E.; Wysong, M. D.; Surkan, P. J.; Rosen, J. G.; Limaye, R. J.; Park, S.","BackgroundInfection with human papillomavirus (HPV), the primary cause of cervical cancer, disproportionately affects women in low- and middle-income countries (LMICs). While school-based vaccination of adolescent girls against HPV is highly effective, this strategy systematically excludes out-of-school (OOS) girls. Using the RE-AIM framework, we explored strategies to reach OOS girls with HPV vaccination across six African and Asian LMICs.  MethodsWe conducted semi-structured key informant interviews with 32 vaccination program stakeholders from Cambodia, Cameroon, Kenya, Malawi, Mozambique, and Uganda between May and September 2024. Interviews explored countries implementation successes, challenges, and strategies to reach OOS girls with HPV vaccination and sustainability considerations. Data were analyzed using a hybrid team-based thematic analysis approach guided by the RE-AIM framework.  ResultsCommunity outreach-based strategies, typically integrated into routine immunization outreach, were identified as the most effective approach to reach OOS girls with HPV vaccination. Targeted strategies, such as locating outreach clinics in community venues frequented by OOS girls (e.g., churches, markets) enhanced implementation. Perceived effectiveness of these strategies varied across participants, and formal assessment of effectiveness was constrained by the absence of disaggregated vaccination coverage data by school enrollment status. Some subpopulations of OOS girls (i.e., girls in nomadic or migrant communities, urban OOS girls) were not readily reached through standard outreach approaches, prompting implementation of adapted and tailored strategies for these subpopulations. Costs associated with conducting outreach in harder-to-reach areas were major barriers to reaching OOS girls, presenting challenges to the sustainability and cost-effectiveness of these approaches.  ConclusionsRoutine community outreach platforms were widely perceived as most effective for reaching OOS girls. Strengthening disaggregated monitoring systems, adapting outreach for harder-to-reach subpopulations of OOS girls, and financing delivery models for tailored outreach strategies will be critical to improving equitable HPV vaccine coverage among OOS girls."
2026-06-15,25,10.64898/2026.06.12.26355557,1,"public and global health","Recruitment, Retention Approaches and Community Engagement in the THRIVE pilot Trial: Lessons Learned from a Food is Medicine Trial","Olusola-Bello, M.; Oborevwori, E.; Adeleye, K.; Irma Iribe, I.; Assani-Uva, A.; Kyeremeh, D.; Tomiwa, O.; Dugbartey, J. A.; Saldarriaga Noel, M.; Washington, I. E.; Gledhill, S.; Akubo, C.; Dhadi, S.; Alawode, M.; Freeman, J.; Smith, K.; Bernard, R.; Davis, M. A.; Wilson, C.; Porerra, A. M. I.; Cooper, L. A.; Dennison Himmelfarb, C. R.; Commodore-Mensah, Y.; Ogungbe, O.","BackgroundRecruitment of underrepresented populations, including Black and Hispanic populations, for Food is Medicine (FIM) and cardiovascular trials, may pose significant challenges.  MethodsWe implemented a multi-component recruitment approach for the THRIVE (AdapTive personalized dietitian coacHing and messaging with pRoduce prescrIptions to improVE healthy dietary behaviors) pilot trial to engage primarily Black and Hispanic adults in a Food is Medicine for hypertension intervention. The recruitment approaches included community engagement at approximately 40 community events (cultural festivals and neighborhood gatherings); partnerships with 8 community and faith-based service hubs and food distribution sites; recruitment through safety net primary care clinics, digital outreach via the study website, and social media campaigns; and direct recruitment at places of worship. We report lessons learned from the community engagement process, recruitment efficiency, representativeness, and retention outcomes.  ResultsWithin 6 months, the enrollment target was exceeded by 40%, with an accrual index of 1.04. Over 1,000 individuals were reached through the direct-to-community engagement process, while faith-based partnerships engaged about 900 adults. There were 2,673 visits to the study webpage, and social media achieved 12,259 impressions with 399 clicks. About 95% of participants resided within 10 miles of the faith-based recruitment sites. Face-to-face engagement at the food distribution sites within faith-based organizations or community service hubs outperformed digital methods. Faith leader endorsements and follow-up in-person meetings (following unsuccessful email outreach) dramatically increased recruitment. Regarding retention, pre-randomization attrition was 6%, and 82% of participants completed the study.  ConclusionCulturally tailored, community-engaged recruitment grounded in faith-based and local community partnerships, was highly effective in engaging Black and Hispanic populations in this FIM cardiovascular trial. This provides a replicable model for implementing equitable and sustainable cardiovascular health interventions."
2026-06-15,25,10.64898/2026.06.11.26355408,1,"public and global health","Quantitative insights into the role of phages and plasmids in the persistence of nontuberculous mycobacteria in chloraminated drinking water","Lee, S.; Langenfeld, K.; Potgieter, S.; Ferdous, S. M.; Vasagiri, S.; Bastien, G. E.; Duhaime, M.; Wigginton, K.; Raskin, L.; Hegarty, B.","Nontuberculous mycobacteria (NTM) are opportunistic pathogens that persist in chloraminated drinking water systems, yet the roles of phages and plasmids in their persistence remain largely unexplored. Using genome-resolved and quantitative metagenomics, we characterized NTM, phages, prophages, and plasmids in a chloraminated building plumbing system. Bacterial metagenome-assembled genomes (MAGs) and viral operational taxonomic units (vOTUs) were quantified at mean concentrations of 8.41 x 107 and 8.00 x 108 copies/L, respectively, including seven NTM MAGs at a mean total concentration of 4.01 x 105 copies/L. NTM concentrations were highest at the site with the lowest bacterial and viral diversity. Predicted NTM-infecting virus concentrations were inversely related to NTM concentrations across sites, suggesting complex phage-host dynamics that warrant direct experimental investigation. NTM, putative phages, prophages, and plasmids encoded functions related to disinfectant tolerance, stress response, metal resistance, and secretion. These findings identify phage interactions, prophages, and plasmids as overlooked genomic and ecological dimensions of NTM persistence in engineered water systems."
2026-06-15,25,10.64898/2026.06.12.26355515,1,"public and global health","Active commuting, anxiety symptoms and mental wellbeing: a dose-response study","Joensuu, L.; Jussila, J. J.; Lanki, T.; Tiittanen, P.; Pasanen, T. P.; Ekelund, U.; Halonen, J. I.","Climate change draws attention to the planetary health perspective in sport and exercise sciences, that is, to physical activity that supports both human wellbeing and environmental sustainability. Active commuting is a sustainable form of physical activity with well-established somatic health benefits. However, more knowledge is needed on its relationship with mental health. We examined dose-response associations between active commuting, anxiety symptoms, and mental wellbeing among Finnish adults, and whether green commuting environment moderates these relationships. We used data from the cross-sectional Environment and Health Survey collected in June-September 2023 in the ten largest cities in Finland. Employed participants with data on anxiety symptoms (Generalized Anxiety Disorder-7, GAD-7), mental wellbeing (World Health Organization-Five Well-Being Index, WHO-5), commuting profile over a year (mode, frequency, distance, and perceived greenness along the commute route), and sociodemographic and lifestyle factors were included (n=1,672; mean age 45.3 years; 53.8% women). Active commuting was defined as travelling the entire commute by walking or cycling (including e-biking) that was converted into approximated annual km/week and MET-h/week. We used linear and logistic regression with restricted cubic splines to evaluate dose-response associations, adjusted for key covariates. The role of perceived greenness was tested using an active commuting x commute greenness interaction term. We found no dose-response relationships between active commuting and anxiety symptoms or mental wellbeing in any of the models. No effect modification by commute greenness was observed. More research on how active commuting may support planetary health from a mental health perspective is needed."
2026-06-15,25,10.64898/2026.06.06.26355067,1,"public and global health","Modelling the public-health impact of indoor air quality interventions on respiratory virus transmission","Howes, A.; Jeyapragasan, G.; Williamson, R.; Carel, D.; Koos, H.; Swett, J. L.; Montavon, J.; Belenky, V.; Lietar, P.; Fitzjohn, R.; Charles, G.; Chang, S.; Brewer, T.; Whittaker, C.","Respiratory virus transmission occurs in indoor settings where ventilation, occupancy, and dwell time determine exposure levels. Improving indoor air quality (IAQ) therefore could help reduce disease burden associated with respiratory viruses, yet its population-level impact remains poorly quantified. Here, we develop an individual-based transmission modelling framework that links within-location airborne dynamics to individual infection risk and population-level spread, whilst explicitly incorporating heterogeneity in ventilation and baseline indoor air quality across locations. We use this modelling approach to evaluate IAQ-improving interventions (air-quality interventions or AQIs), using hypothetical endemic and pandemic pathogen archetypes with properties similar to SARS-CoV-2 and influenza, and evaluate how effects on key epidemiological metrics (such as annualized incidence and epidemic final size) depend on AQI coverage, efficacy and allocation strategy. At 20% AQI intervention coverage and 80% efficacy, annualized incidence was reduced by approximately 7.2% for an endemic ""SARS-CoV-2-like"" respiratory virus, and 17.0% for an endemic ""influenza-like"" virus; at 60% coverage (80% efficacy) the reductions were 26.3% and 56.4%, respectively. Targeting AQI installation to the highest-risk locations outperformed random allocation: for SARS-CoV-2-like transmission, 20% coverage at 80% efficacy cut absolute incidence by 10.8% when targeted versus 7.2% when random; for influenza-like transmission, this comparison was 28.9% versus 17.0%. In epidemic scenarios, random installation at 40% coverage and 60% efficacy reduced final size by 23.7% (influenza-like) versus 6.3% (SARS-CoV-2-like). These results support treating clean indoor air as core public-health infrastructure and prioritising risk-based deployment of IAQ-improving interventions to maximise population-level benefit within budgetary and operational constraints."
2026-06-15,25,10.64898/2026.06.12.26355529,1,nephrology,"Population-scale genomics reveals divergent pathogenicity of variant classes across paralogous collagen IV genes","Tzoumkas, K.; Doctor, G. T.; Sadeghi-Alavijeh, O.; Gale, D. P.","Monoallelic pathogenic or likely pathogenic variants in COL4A3 and COL4A4 occur in approximately 1 in 106 individuals, yet whether these paralogous genes confer equivalent pathogenicity for the same variant classes has not been tested at population scale. Using whole-genome sequencing data from the UK Biobank (UKB; n {approx} 500,000), with replication in the All of Us Research Program (n {approx} 414,000), we performed per-variant association testing, gene-based collapsing analyses and phenome-wide association studies (PheWAS) across haematuria, proteinuria and chronic kidney disease. We identified 64 COL4A3 and 92 COL4A4 rare variants significantly associated with haematuria or proteinuria, generating a quantitative allelic series for clinical variant interpretation. Glycine substitutions within collagenous domains conferred similar risks in both genes. In contrast, truncating and non-collagenous domain (NC1) missense variants were strongly associated with haematuria and proteinuria in COL4A4 carriers but showed substantially attenuated or absent associations in COL4A3 carriers despite comparable carrier frequencies and predicted pathogenicity scores. These findings were independently replicated in All of Us. Genome-wide association analysis identified the COL4A3/COL4A4 locus as the dominant genetic determinant of haematuria, with the signal attributable to the aggregate effects of rare coding variants and no evidence of independent common variant or trans-acting modifier effects. These findings demonstrate substantial gene-specific differences in tolerance to truncating and NC1 variants between COL4A3 and COL4A4, challenging assumptions of equivalent pathogenicity across paralogous collagen IV genes. Gene identity and not variant class alone, should inform risk stratification, variant interpretation and genetic counselling in individuals carrying collagen IV risk genotypes."
2026-06-16,25,10.64898/2026.06.10.26355416,3,"infectious diseases","Projected population level impact and cost-effectiveness of clinic and community-based tuberculosis screening approaches","McCreesh, N.; Khan, P. Y.; Yoon, I.; Govender, I.; Sithole, M.; Houben, R. M.; White, R. G.; Grant, A. D.; Sweeney, S.","AO_SCPLOWBSTRACTC_SCPLOWThe South Africa National Department of Health have set ambitious targets to scale up TB testing, focusing primarily on clinic attendees. In the context of declining funding for TB care and prevention, the most cost-effective approaches for targeting testing should be identified.  We developed a mathematical model of TB in South Africa, explicitly incorporating clinic attendance by sex and HIV/ART status. We simulated six screening approaches over 2026-2035 (individually and in combination): three clinic-based (symptom screening, intensified targeted universal TB testing [TUTT, symptom-agnostic sputum testing of clinic attendees in key risk groups], and intensified TUTT allowing saliva samples) and three targeted community-based (community radiographic screening, symptom screening, and universal Xpert Ultra testing), each implemented at a range of coverage levels. Model outputs were combined with a mechanistic cost function to estimate potential impact and cost-effectiveness from a societal perspective.  The most cost-effective standalone approach was community radiographic screening at 10% annual population coverage, with an incremental cost-effectiveness ratio (ICER) of $421 per disability-adjusted life year (DALY) averted. 10/11 scenarios along the expansion path included community radiographic screening at progressively higher coverage, combined with a clinic-based approach.  Combining complementary approaches to reach both groups at increased risk of TB (e.g. clinic-based screening) and groups with lower screening coverage (e.g. community-based screening) may increase cost-effectiveness of TB screening, compared to standalone approaches. When designing TB screening strategies, both population risk and existing screening coverage should be considered."
2026-06-16,25,10.64898/2026.03.27.26349570,2,"public and global health","Effect of a digitally-enabled, stage-based intervention on maternal and child health: a community-based, cluster-randomized controlled trial from rural China","Chen, Y.; Wu, Y.; Weber, A.; Medina, A.; Guo, Y.; Balakrishnan, S.; Zhang, H.; Rozelle, S.; Zhou, H.; Darmstadt, G. L.; Sylvia, S.","BackgroundComprehensive and responsive interventions are increasingly advocated to address the diverse and evolving health challenges faced by mothers and children during the first 1,000 days of life. However, evidence remains limited on how such interventions can be operationalized in low-resource settings without overstretching frontline health workers. We developed the Healthy Future program, a digitally-enabled community health worker (CHW) intervention that integrates a comprehensive and stage-based maternal and child health curriculum with digital infrastructure to deliver developmentally appropriate support through home visits. We evaluated the effects of the program on multidimensional outcomes, including caregiving practice, child health and nutrition, and caregiver well-being in rural China.  Methods and FindingsWe conducted a cluster-randomized controlled trial across 119 rural townships in Sichuan Province, China, with 40 randomly assigned to receive the program delivered by township-level CHWs and 79 serving as controls. The trial enrolled 1,306 families with pregnant women or infants younger than six months and implemented the intervention for 12 months from August 2021 to September 2022. Among intervention families, 82% participated in at least one home visit and participating families received 10.5 home visits on average, with 4856 visits delivered in total. Follow-up data were collected from 1,149 families (88%). The main analysis used an intent-to-treat approach. For the three primary outcomes, the intervention did not significantly improve hemoglobin concentration or exclusive breastfeeding, although dietary diversity increased modestly by 0.207 food groups (95% CI: 0.015 to 0.399; p=0.035). Among secondary outcomes, the intervention reduced the occurrence of child illness during the previous two weeks by 8.2 percentage points (14.0 to 2.4; p=0.006) and improved breastfeeding initiation practices, including ever breastfeeding (3.2 percentage points; 1.1 to 5.3; p=0.002) and colostrum feeding (4.4 percentage points; 0.1 to 8.6; p=0.044). The intervention also improved caregiving knowledge index (0.189 standard deviations; 0.084 to 0.294; p<0.001), perceived social support (0.208 points; 0.026 to 0.389; p=0.028), and caregiver mental health, including reductions in symptoms of depression (6.3 percentage points; 10.8 to 1.8; p=0.006), anxiety (4.9 percentage points; 8.9 to 0.9; p=0.017), and stress (4.2 percentage points; 8.0 to 0.3; p=0.034). Supplementary domain-level summary analyses aggregating related outcomes within each domain suggested coherent improvements in caregiving knowledge, feeding practices, perceived social support, and caregiver mental health. The key limitation was that COVID-19 lockdowns and quarantines necessitated the consolidation of two planned follow-up surveys into one extended follow-up survey, creating challenges for evaluating some age-specific outcomes.  ConclusionsThe findings suggest that a digitally-enabled CHW program can deliver a complex first-1000-days intervention in low-resource settings. The intervention generated coherent improvements in some secondary maternal and caregiving outcomes, although effects on nutrition-related primary outcomes were limited. With growing advocacy for comprehensive interventions to holistically address the diverse and evolving health needs of mothers and children during critical developmental periods, this study provides lessons for how such interventions can be designed and implemented in ways that ensure comprehensive, timely support for families without overburdening frontline health workers.  RegistrationISRCTN16800789"
