Date,ISOWeek,DOI,Version,Category,Title,Authors
2026-04-06,15,10.1101/2024.09.07.611841,3,microbiology,Discovery of resistance-resilient quinoline papain-like protease inhibitors through topology-constrained molecular generative design,"Lu, Y.; Ran, T.; Yang, Q.; Zhang, G.; Chen, J.; Zhou, P.; Li, W.; Xu, M.; Tang, J.; Dai, M.; Zhong, J.; Chen, H.; He, P.; Zhou, A.; Xue, B.; Zhang, J.; Wu, K.; Wu, X.; Tang, M.; Chen, X.; Chen, H.; Shang, J."
2026-04-06,15,10.64898/2026.03.01.708882,2,microbiology,WITHDRAWN: Continuous In Vitro Propagation of the Human Pathogen Babesia microti in Human Erythrocytes,"Kumari, G.; Chattopadhyay Pal, A.; Singh, P.; Ben Mamoun, C."
2026-04-06,15,10.64898/2026.04.02.715584,1,microbiology,Bovine H5N1 influenza viruses have adapted to more efficiently use receptors abundant in cattle,"Hassard, J. A.; Yang, J.; Dadonaite, B.; Pekar, J. E.; Yu, J.; Richardson, S. A. S.; Pinto, R. M.; Ramirez Valdez, K.; Lemey, P.; Quantrill, J. L.; Xue, J.; Masonou, T.; Case, K.-M.; Ajeian, J.; Woodall, M. N. J.; Ross, R. A.; Hudson, N.; Zhong, K.; Cao, H.; Jones, S.; Klim, H. J.; Wasik, B. R.; Dermawan, D. N.; Sadeyen, J.-R.; Werling, D.; Yaffy, D.; James, J.; Nunez, A.; Digard, P.; Brown, I. H.; Goldhill, D. H.; Murcia, P. R.; Smith, C. M.; Liu, Y.; Bloom, J. D.; Iqbal, M.; Barclay, W. S.; Haslam, S. M.; Peacock, T. P."
2026-04-06,15,10.64898/2026.03.31.714456,1,biochemistry,Molecular basis of nick ligation in the nucleosome by DNA Ligase IIIα,"Boesch, D. J.; Martin, N. I.; Kantor, C. A.; Nguyen, A. G.; Tomkinson, A. E.; Van Houten, B.; Gillet, N. M.; Bignon, E.; Whitaker, A. M.; Weaver, T. M."
2026-04-06,15,10.64898/2026.03.31.715578,1,bioengineering,Decoupling Detection and Classification to Improve Morphological Phenotype Analysis of Sickle Red Blood Cells in Full-Scope Microscopy,"Ma, S.; Xu, M.; Dao, M.; Li, H."
2026-04-06,15,10.64898/2026.04.02.716217,1,biophysics,Osmotic pressure gradients in E. coli biofilms revealed by in-situ sensors,"Zhang, W.; Schneck, E.; Bertinetti, L.; Bidan, C. M.; Fratzl, P."
2026-04-06,15,10.64898/2026.04.02.716001,1,pharmacology and toxicology,Exofection as a Therapeutic Modality: Restoring P-gp Activity via Trophoblast-Derived EV in Neuroinflammatory Disorders,"Kammala, A. K.; Tatiparthy, M.; Sreenivasa Murthy, S. G. S.; Garza, K.; Budhwani, S.; Richardson, L. S.; Menon, R.; Krishnan, B."
2026-04-06,15,10.64898/2026.03.31.715540,1,genomics,Brain cell type nuclei enrichment without fixative for nanoCUT&Tag and other omics approaches,"Ziegler, K. C.; van Dalen, J. D.; Bedwell, L. A.; Transfeld, J. L.; Nott, A."
2026-04-06,15,10.64898/2026.04.02.716015,1,bioengineering,Aging modifies microstructure and material properties of mineralized cartilage and subchondral bone in the murine knee,"Müller, L.; Blouin, S.; Pedrinazzi, E.; van Lenthe, G. H.; Hego, A.; Weinkamer, R.; Hartmann, M. A.; Ruffoni, D."
2026-04-06,15,10.64898/2026.04.01.715915,1,bioengineering,"Biohybrid Robots with Embedded Conductive Fibers for Actuation, Sensing, and Closed-loop Control","Xie, X.; Zhao, Y.; Wu, R.; Xu, W.; Bennington, M. J.; Daso, R.; Liu, J.; Surendran, A.; Hester, J.; Webster-Wood, V.; Cheng, T.; Rivnay, J."
2026-04-06,15,10.64898/2026.04.02.716020,1,bioinformatics,Multistage Machine Learning Reveals Circadian Gene Programs and Supports a Retina-Choroid Axis in Myopia Development,"Watcharapalakorn, A.; Poyomtip, T.; Tawonkasiwattanakun, P.; Dewi, P. K. K.; Thomrongsuwannakij, T.; Mahawan, T."
2026-04-06,15,10.64898/2026.04.03.716272,1,bioinformatics,"MolClaw: An Autonomous Agent with Hierarchical Skills for Drug Molecule Evaluation, Screening, and Optimization","Zhang, L.; Wang, L.; Sun, X.; Tang, W.; Su, H.; Qian, Y.; Yang, Q.; Li, Q.; Tang, Z.; Sun, H.; Han, Y.; Jiang, Y.; Lou, W.; Zhou, B.; Wang, X.; Bai, L.; Xie, Z."
2026-04-06,15,10.64898/2026.04.01.707237,1,biophysics,Label-Free 4D Holotomography with Depth-Adaptive Segmentation for Quantitative Analysis of Lipid Droplet Dynamics in Hepatic Organoids,"cho, j.; lee, h.; oh, c.; park, j.; park, s.; koo, b.-k.; Park, Y."
2026-04-06,15,10.64898/2026.04.02.716025,1,biophysics,Repeatable quantum-hardware execution of a fast local-topology surrogate for hyperthermal sarcomeric oscillations,"Shintani, S. A."
