Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-05-25,22,10.1101/2025.08.07.669121,2,bioinformatics,"misosoup: A metabolic modeling tool for identifying minimal microbial communities provides valuable insights into microbial ecology and biotechnological applications","Ochsner, N.; San Roman, M.; Jimenez-Fernandez, A.; Bonhoeffer, S.; Pascual-Garcia, A.","Microbial survival and function often depend on metabolic interactions within communities. Therefore, a central question in disentangling microbial organization is determining which minimal groups of species are able to thrive in a given medium - referred to as ""minimal communities"". Answering this question is essential for understanding microbial distribution, enhancing laboratory cultivation, and designing synthetic communities (SynComs). Here, we introduce misosoup, a Python package for identifying minimal communities (MInimal Supplying community Search). Through genome-scale constraint-based metabolic modeling, misosoup enables the systematic identification of communities that support microbial growth in environments where individual species fail to survive alone. We validate misosoup against experimentally verified minimal communities, demonstrating its ability to predict known cooperative interactions, cocultures, and consortia with biotechnological potential. We further illustrate the use of misosoup to investigate broad microbial ecology questions by applying it to a set of 60 marine microbes, finding pervasive cross-feeding-driven niche expansion, and showing how the detailed outputs provided by misosoup facilitate research on hot topics such as the identification of functional groups. In summary, misosoup provides a powerful tool for microbial ecology and community design, with potential applications in both research and biotechnological innovation.  ImportanceMicrobes often rely on each other to survive, especially in environments where they cant live alone. Understanding which small groups of microbes can thrive together--called minimal communities--is key to improving lab research, designing synthetic ecosystems, and exploring how microbes spread in nature. To support this, we developed misosoup, a Python tool that identifies these communities using advanced metabolic modeling. misosoup helps scientists discover how microbes cooperate by sharing nutrients, a process known as metabolic cross-feeding. When tested on sets of species from different origins, the tool showed that species could thrive in more environments when part of a group. This highlights the importance of teamwork in microbial life. misosoup not only predicts these interactions but also provides detailed insights that can guide ecological studies and biotechnological innovation. By revealing how microbes support each other, misosoup contributes to a deeper understanding of lifes interconnectedness and offers tools for solving real-world challenges."
2026-05-25,22,10.64898/2026.02.28.708734,2,bioinformatics,"Read-Consistent Minimum Unique Substrings: A Parameter-Free, Linear-Time Framework for Genomic Sequence Representation","Adu, A. F.; Menkah, E. S.; Amoako-Yirenkyi, P.; Pandam Salifu, S.","Fixed-length k-mers have been the standard unit of genomic sequence representation for over two decades. However, they impose a uniform resolution on genomes whose complexity varies across loci. We introduce Minimum Unique Substrings (MUSs), variable-length sequence units defined by the local uniqueness structure of the genome rather than predefined parameters. We first extend MUS theory from single contiguous strings to fragmented sequencing reads by formalizing a definition of uniqueness that is consistent with these reads. Next, we present a linear-time extraction algorithm that runs in O(n) time using the generalized suffix tree. In this context, we introduce outpost nodes, topological anchors within the suffix tree that accurately localize MUS boundaries in fragmented sequencing reads. Finally, we empirically characterize the distributions of MUS lengths in E. coli K-12 and human chromosome 11. Our results demonstrate that MUS lengths naturally mirror genomic architectural complexity without the need for user-defined parameters. Notably, the MUS framework achieves 100% unique positional coverage with a mean length of only 36.08 bp. In contrast, fixed-length k=61 coverage reaches only 69.4%, despite being 1.69 times the MUS average. We show that increasing k from 21 to 61 triples the unique k-mer count from 2.35M to 6.86M. This k-paradox occurs because repetitive sequences are fragmented into spuriously unique tokens without improving true genomic resolution. MUSs escape this artifact entirely by adapting dynamically to local sequence complexity. These results establish MUSs as a biologically grounded, computationally tractable foundation for parameter-free genome assembly, repeat characterization, and alignment-free genomics."
2026-05-25,22,10.64898/2026.05.20.726473,2,microbiology,"Dynamic adhesion device of phage OE33PA drives Gram-positive host recognition","Schmitt, L.; Chaib, A.; Ptchelkine, D.; Kandiah, E.; Le Marrec, C.; Cambillau, C.; Goulet, A.","Bacteriophages (phages) infecting Gram-positive bacteria must bind to host receptors across thick cell walls to initiate infection, yet the underlying structural mechanisms remain unclear. Here, we report cryo-electron microscopy structures of the Oenococcus oeni siphophage OE33PA, providing the first atomic resolution view of a phage infecting this bacterium important for the wine industry. While the overall virion architecture is conserved, the adhesion device displays distinctive features. Its receptor-binding proteins adopt multiple orientations, revealing an intrinsically dynamic assembly. In situ cryo-electron tomography captures distinct conformations upon host attachment, providing rare structural insight into interactions with Gram-positive hosts. Additionally, functional assays show that a highly mobile carbohydrate-binding module in the distal tail protein mediates host-specific binding. Furthermore, the tape measure protein, central to phage assembly and infectivity, adopts a hexameric organization, updating the prevailing trimeric model in siphophages. Together, these findings reveal a dynamic adhesion device in a phage infecting Gram-positive bacteria and highlight the structural and functional diversity of phages."
2026-05-25,22,10.1101/2025.05.09.653084,2,biophysics,"Behavioural Profiling of Therapeutic Antibodies via Non-equilibrium Interfacial Wave Dynamics","Thomas, A. N.; St John, A. N.; Crames, M.; Caramazza, P.; Meghdadi, A.; Bailey, J.; Hermans, R.; Lee, S.; Lam, E.; Krishnan, V.; Amoruso, A.; Aoudjane, S.; Marlow, M. S.; Zirn, C.; Kotkar, P.; Mishra, A.; Srivastava, A.; Shrivastava, S.","Therapeutic antibody performance depends not only on sequence and structure, but also on how the molecule responds to physico-chemical perturbations encountered in its environment. Whereas sequence and static structure can be inferred under controlled conditions, behaviour is a conditional, multidimensional response to environment, most directly characterised by applying defined perturbations and quantifying the resulting dynamics. Conventional early-stage developability methods capture isolated dimensions of this response under near-equilibrium conditions, deferring integrated behavioural assessment to late-stage characterisation, when the cost of correction is highest.  We introduce Variations in Interfacial Behaviour under Excitation (VIBE), an interfacial wave method implemented via Liquid State Intelligence (LSI), a sensing architecture that transduces molecular perturbations at the air-liquid interface into high-dimensional wave patterns. A colloidal liquid substrate operated near a thermodynamic transition couples small molecular perturbations to large dynamical responses, integrating structural flexibility, charge distribution, and surface hydrophobicity into a single behavioural readout from microgram-scale samples.  Applied to antibodies previously characterised by industrial benchmarks, the primary behavioural descriptor, VIBE1, functioned as a high-precision triage tool, flagging candidates carrying multiple biophysical liabilities. In a clinical-stage cohort, the proportion of high-VIBE1 antibodies declined progressively from early trials through approval, and high-VIBE1 candidates showed an elevated clinical failure rate. Concordance analysis against estab-lished methods confirmed that VIBE1 captures a composite signal spanning hydrophobicity, polyreactivity, self-interaction, and thermal stability rather than recapitulating any single conventional readout. These findings establish interfacial wave sensing as a low-material modality for early-stage developability assessment, repositioning molecular behaviour from late-stage validation to discovery-phase characterisation."
2026-05-25,22,10.64898/2026.05.21.726826,1,"cell biology","Live Imaging of Epithelial Phagocyte Differentiation in the Drosophila Ovary RevealsTransient and Novel Behaviors","Almeida Machado Costa, C.; Santiago Santiago, C.; Sun, J.; Huang, Y.-C.; Deng, W.-M.","The transformation of epithelial cells into Non-Professional Phagocytes (NPPs) is a conserved and versatile adaptation that occurs in response to immune challenges, tissue remodeling, and apoptotic debris clearance. In the Drosophila melanogaster ovary, follicle cells (FCs) acquire phagocytic capabilities under stress, providing a powerful model to study this process. Using time-lapse live imaging, we captured dynamic behaviors associated with FC-to-NPP differentiation that are too transient to detect by static imaging. Our approach confirmed established features, including germline cell death, cytoplasmic expansion, and debris engulfment, and revealed previously unrecognized capabilities. These include a gradual increase in JNK pathway activation, after which NPPs exhibit collective migration toward dying germline cells, epithelial delamination, long-range target capture through pseudopodial extensions, and the engulfment of neighboring FCs. These findings demonstrate that epithelial-derived NPPs can perform complex phagocytic tasks typically attributed to professional phagocytes such as macrophages. Our work establishes the Drosophila ovary as a robust in vivo system to uncover conserved and novel aspects of epithelial plasticity and phagocytic function, particularly those involving transient behaviors missed by fixed-sample analyses."
2026-05-25,22,10.64898/2026.05.21.720586,1,"cell biology","Quantifying the Environmental Impact of Cell Culture","Taylor-Hearn, I. S.; Llewellyn, J.; Mellor, C. E. L.; Farley, M.","Laboratory research generates substantial plastic waste and associated greenhouse gas emissions, yet researchers often lack practical tools for quantifying the environmental impact of routine protocols or identifying realistic opportunities for reduction. Here, we present an open-source calculator for estimating plastic use and carbon dioxide equivalent emissions from laboratory protocols, using item weight, plastic composition, and estimated cradle-to-grave carbon footprint factors. We apply the tool to a standard cell culture workflow to demonstrate how evidence-based protocol adjustments can reduce plastic consumption and emissions without affecting experimental design or efficiency. The calculator is designed to be transparent, adaptable, and extendable, allowing researchers to add new consumables and tailor analyses to their own laboratory practices. This work provides a quantitative framework for translating sustainability principles into measurable, protocol-level changes and supports more environmentally responsible decision-making in biomedical research."
2026-05-25,22,10.64898/2026.05.22.727268,1,genetics,"Developmental patterning of adipose tissue by abd-A and Abd-B homeotic genes in Drosophila melanogaster","Hemba-Waduge, R.; Liu, M.; Li, X.; Budslick, E.; Bondos, S.; Maggert, K. A.; Ji, J.-y.","The Bithorax Complex (BX-C) homeobox proteins specify segmental identities along the anterior-posterior axis during Drosophila embryogenesis. Differential expression of the BX-C genes abd-A and Abd-B distinguishes abdominal from thoracic adipocytes, yet the mechanism regulating this heterogeneity remains poorly understood. Here, we identify cis-regulatory elements (CREs) and transcription factors that direct abdominal-specific expression of abd-A and Abd-B in the larval fat body. Fine-mapping analyses identified a 627-bp CRE within the Abd-B locus and a [~]6-kb CRE within the abd-A locus sufficient to drive heterogeneous expression. Yeast one-hybrid screening combined with functional analyses identified Lola, Lolal, and Combgap as key repressors of Abd-B, whereas Piragua (Prg) and Seven up (Svp) function as transcriptional activators, indicating that adipocyte heterogeneity in postembryonic adipose tissue is actively regulated. In turn, lola and prg are repressed by Abd-B, whereas lolal and svp are activated, forming a feedback circuit further modulated by Wnt signaling, which promotes lola and lolal expression while repressing svp. CUT&RUN analyses suggest that these interactions are direct, with dTCF/Pan and Abd-B occupancy detected at target loci. Together, our findings define a transcriptional circuit that regulates Abd-B gene transcription to pattern adipose tissue and may establish the developmental basis of fat depot specialization.  One-sentence summaryTranscriptional regulation of abd-A & Abd-B in adipocytes"
2026-05-25,22,10.64898/2026.05.23.727446,1,microbiology,"A single-strain dropout screen reveals mechanistic links between microbial ecology and metabolism","Zeng, X.; Meng, X.; Weakley, A. M.; Higginbottom, S. K.; Lopez, E. M.; Cabrera, A. V.; Gray, I.; DeFelice, B.; Terasaki, M.; Zhao, A.; Hall, K. R.; Levia, M.; Arreola, J.; Fischbach, M. A.","The complexity of the gut microbiome has made it challenging to define the role of individual species in community-level function. Here, we constructed 56 single-strain dropout variants of a defined 118-member community and used each one to colonize a group of germ-free mice. In many cases, removing a single strain triggered a large reordering of a small group of species, which in turn altered the communitys metabolic output. En bloc removal of the eight-strain acetogen compartment markedly reduced acetate production and caused intestinal H2 accumulation and bloating; a specific subset of four acetogens was sufficient to relieve bloating and restore acetate production. Together, these data show that small disturbances in community composition can trigger a confined ecological reorganization with a large chemical phenotype, and they reveal novel strategies for engineering communities with altered metabolic output."
2026-05-25,22,10.64898/2026.05.23.727444,1,microbiology,"Ecology and engineering to modify the bile acid output of a defined microbial community","Zeng, X.; Meng, X.; Weakley, A. M.; Jarrett, K. E.; Higginbottom, S. K.; Lopez, E. M.; Cabrera, A. V.; Gray, I. J.; DeFelice, B.; Terasaki, M.; Lai, R.; Brearley-Sholto, M.; Zhao, A.; Hall, K. R.; Levia, M.; Arreola, J.; de Aguiar Vallim, T. Q.; Fischbach, M. A.","The bile acid pool, which is synthesized collaboratively by the host and its microbiome, impacts metabolism, immunity, and disease risk. Targeted microbiome interventions could in principle reshape the bile acid pool for therapeutic benefit, but practical strategies remain elusive. In the course of screening a complex defined community for metabolic phenotypes by dropping out individual strains, we observed that several of the single-strain dropout communities had markedly increased deoxycholic and lithocholic acid levels and a larger bile acid pool. In each of these communities, a second strain--Lactobacillus plantarum--had bloomed. The bile salt hydrolase activity of L. plantarum was necessary and sufficient to expand the size of the bile acid pool. An engineered community in which the bsh gene is overexpressed in multiple Lactobacillus strains confers on mice increased levels of secondary bile acid levels and a larger pool size. By overexpressing a different pair of bile acid metabolic genes in multiple strains of Lactobacillus--7- and 7{beta}-hydroxysteroid dehydrogenase--we changed the composition of the bile acid pool, enlarging it and redirecting it toward ursodeoxycholic acid. Together, these results demonstrate that fine details of the microbiomes strain composition can have a substantial effect on bile acid metabolism, and that rational manipulation of the microbiome can alter the size and composition of the bile acid pool."
2026-05-25,22,10.64898/2026.05.25.727180,1,"molecular biology","In vitro-reconstituted Drosophila Arc capsids deliver gene editors to dystrophic muscle","Lash, B.; Strebinger, D.; Segel, M.; Vo, S.; Delong, K.; Pham, J.; Swan, C.; Kumar, P.; Zhang, Y.; Liu, C.; Mok, J.; Macrae, R.; Zhang, F.","The intracellular delivery of therapeutic macromolecules remains a major challenge in biomedicine. Here we reconstitute the Drosophila melanogaster Arc1 (dArc1) retroelement-derived capsid entirely from purified recombinant protein components and in vitro transcribed RNA, creating a fully defined, cell-free assembled protein nanoparticle system. Through affinity engineering of the dArc1 RNA-binding domain, we enable efficient encapsulation of mRNA payloads and Cas9 ribonucleoproteins. Unexpectedly, we discover that dArc1 capsids bind mammalian cells through a direct interaction with the surface receptor SORCS2. Leveraging this interaction, we show that intramuscular injection of dArc1 capsids carrying Cas9 gene editors achieves up to 18% exon skipping and restores dystrophin expression in muscle fibers of mdx mice, a model of Duchenne muscular dystrophy. Enhanced delivery efficiency in regenerating and dystrophic muscle correlates with upregulated SORCS2 expression, supporting our finding that SORCS2 facilitates cellular uptake of dArc1 capsids. This work demonstrates the potential of in vitro-assembled protein nanoparticles for delivery of molecular cargoes."
