Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-07-13,29,10.64898/2026.06.21.733083,2,immunology,"Identification of HLA-A33-restricted CD8+ T cell epitopes from avian influenza A/H5N1","Muraduzzaman, A. K. M.; Illing, P. T.; Jenzen, M.; Croft, N. P.; Williams, S. M.; Selleck, P.; Baker, M. L.; Kedzierska, K.; Purcell, A. W.; Mifsud, N. A.","The rapid evolution of avian influenza A/H5N1, including the recent U.S. clade 2.3.4.4b outbreak, highlights its pandemic potential and the urgent need for durable, broadly protective vaccines. Given the capacity of CD8+ T cells to mediate cross-strain immunity, we investigated whether geographically distinct HLA-A33 allotypes, HLA-A*33:01 in East/Southeast Asia and HLA-A*33:03 in South Asia, differentially shape the influenza immunopeptidome and influence antiviral immunity. Antigen-presenting cells overexpressing HLA-A*33:01 or HLA-A*33:03 were transfected with single A/H5N1 antigens or infected with A/X-31 (H3N2) as a control comparison representing current seasonal influenza virus. We identified novel ligands restricted to HLA-A*33:01 (57 from A/H5N1; 55 from A/X-31) and HLA-A*33:03 (29 from A/H5N1; 45 from A/X-31). Although fewer peptides were recovered for HLA-A*33:03, a larger proportion of A/X-31-derived peptides were predicted as high-affinity binders (74%) compared with HLA-A*33:01 (61%), indicating qualitative differences in antigen presentation. To determine immunogenicity, peripheral blood lymphocytes from HLA-A*33:03-positive, A/H5N1-naive donors were stimulated with four conserved peptides: PB2GTF, PB2KTY, NPSVQ and PB1MTK. All elicited robust CD8 T cell activation despite the absence of prior A/H5N1 exposure, demonstrating cross-recognition by memory T cells primed against seasonal influenza. These findings define HLA-A33-restricted influenza epitopes and reveal allotype-specific presentation features that shape CD8+ T cell immunity. Conserved, immunogenic peptides identified here represent promising candidates for rational design of broadly cross-reactive vaccines to protect HLA-A33-expressing populations against severe A/H5N1 disease. Data are available via ProteomeXchange with identifier PXD078870.  Author SummaryAvian influenza A/H5N1 continues to pose a significant pandemic threat because of its ability to infect humans and its potential to acquire sustained human-to-human transmissibility. While current influenza vaccines primarily target rapidly evolving viral surface proteins, CD8+ T cells can recognize more conserved internal viral proteins and may provide broader protection against diverse influenza strains.  In this study, we investigated how two common HLA-A33 variants, which are prevalent in South, East, and Southeast Asian populations, present influenza-derived peptides to CD8+ T cells. We identified novel influenza peptides presented by HLA-A*33:01 and HLA-A*33:03. Importantly, several conserved A/H5N1-derived peptides were recognized by memory CD8+ T cells from healthy individuals with no prior exposure to A/H5N1, suggesting that previous infection with seasonal influenza viruses can generate cross-reactive immune responses.  Our findings expand the current repository of influenza T cell targets and provide new insights into antiviral immunity in HLA-A33-expressing populations. The conserved and immunogenic peptides identified in this study may help guide the development of broadly protective influenza vaccines and contribute to future pandemic preparedness efforts."
2026-07-13,29,10.64898/2026.06.23.733964,3,"cell biology","Acetylation-dependent remodeling of the secretory pathway shapes the senescence-associated secretome","Nasrashvili, T.; Emini, B.; Cirri, E.; Rahnis, N.; Poempner, N.; Gerner, C.; Grillari, J.; Heller, R.; Kaether, C.","Cellular senescence is characterized by stable cell cycle arrest and the senescence-associated secretory phenotype (SASP), which drives tissue remodeling and inflammation. Underlying SASP with its increased secretion of cytokines and other secreted proteins is a massive reorganization of the secretory pathway. While transcriptional regulation of senescence has been extensively studied, the contribution of post-translational modifications (PTM) to secretory pathway regulation remains poorly understood.  Here, we combined quantitative proteomics with multi-layered PTM profiling of phosphorylation, ubiquitination and acetylation to investigate how intracellular trafficking and secretion are regulated in senescence. Using doxorubicin-induced senescence as the primary model, we identified extensive proteome remodeling, with pronounced changes in ER-Golgi-associated pathways and secretory machinery. Acetylation emerged as the most prominently regulated PTM, particularly affecting proteins involved in vesicle trafficking and ER proteostasis. Comparable proteome and PTM remodeling were also observed in replicative senescence, indicating that these changes are not restricted to a single senescence model.  Functional analyses revealed activation signatures of the acetyltransferases p300/CBP, linking global acetylation changes to enzymatic activity. Pharmacological inhibition of p300/CBP using A485 selectively modulated senescence-associated features without reversing growth arrest, consistent with a senomorphic-like effect during senescence establishment. Secretome profiling further demonstrated changes in the composition of secreted factors, consistent with modulation of the senescence-associated secretory phenotype.  Together, these findings indicate that acetylation-dependent regulation of the secretory pathway shapes the senescence-associated secretome, revealing a mechanistic link between post-translational regulation, intracellular trafficking, and extracellular signaling in senescence."
2026-07-13,29,10.64898/2026.07.12.738062,1,"synthetic biology","Air-driven aldehyde synthesis in engineered bacteria via gene deletion and aryl-alcohol oxidase profiling","Dickey, R. M.; Bryan, J.; Somasundaram, V.; Anderson, S. R.; Phan, N.; Kunjapur, A. M.","Engineered bacterial routes for oxidation of non-native alcohols face three challenges: Nicotinamide-dependent enzymes are coupled to cellular redox metabolism, nicotinamide-independent aryl-alcohol oxidases (AAOs) usually express poorly in bacteria, and aldehyde products are rapidly modified by host enzymes. Here, we address these limitations by engineering aldehyde-retaining Escherichia coli for discovery and application of soluble bacterial AAOs. Screening 51 candidates revealed a high-expression sequence cluster containing enzymes that are active on diverse aromatic and furan-based alcohols. Pairing the top-performing AAO with designer pathways in aldehyde-retaining cells enabled modular C-N and C-C bond forming cascades starting from supplied alcohols. By making both the oxidase and its product compatible with the host, this work advances air-driven oxidation of diverse alcohols as a programmable entry point to aldehyde-derived chemistry in engineered bacteria."
2026-07-13,29,10.64898/2026.07.10.737758,1,"synthetic biology","ARCHIVE: Machine-Guided Design of an Efficient Open-Ended DNA Recording Device to Increase Resolution of Multiplexed Cell History Tracking","Rosenstein, A. H.; Garton, M.","Engineering cell-based devices to record events into DNA has potential both as a non-ablative research tool and in the clinic for enacting gene-circuit-based logic of cell therapies conditional on cell history. Whether as a means of understanding interactions on the single-cell level, or reconstructing histories of cellular events, a cellular DNA recording device has widespread utility, with prime editing-based methods at the forefront of this endeavor - notably peCHYRON. Yet, the resolution of such open-ended recording tools are inherently constrained by edit insertion efficiency and cannot yet capture RNA-polymerase II-transcribed signals, which represent a large segment of functionally-defined endogenous gene-regulatory architectures. Here we present ARCHIVE (Amplified Recording of Cellular Histories into Information-dense Vectors of Events), capable of integrating RNA-encoded signals into a predefined genomic recording locus with high efficiency. By utilizing deep-learning assisted prediction of prime-editing efficiency as a surrogate fitness model for generative in silico pegRNA evolution, we developed a recording device with an order-of-magnitude improvement in temporal resolution (efficiency of iterative message integration steps) compared to the state of the art - a capability we establish here at the level of constitutive promoter tracking. We expect ARCHIVE to serve as a launching point for more advanced mammalian synthetic-biology recording devices for both functional genomics and therapeutics research."
2026-07-13,29,10.64898/2026.07.10.737877,1,"synthetic biology","Engineering a flexible loop in S-adenosyl-L-methionine synthetase enables production of SAM nucleobase analogues with selective biochemical and cellular activity","Hazra, A. B.; Kalita, D. B.; Bhattacharyya, A.; Gupte, V.; Venugopal, V.; Pattathil, A.","S-adenosyl-L-methionine (SAM), an essential cofactor in all forms of life, is synthesized by the enzyme methionine adenosyltransferase (MAT) from methionine and ATP. The adenine moiety in SAM appears to have no direct function in catalysis, and some MAT homologs can utilize natural nucleotide triphosphates in vitro, producing the corresponding SAM nucleobase analogues. However, the molecular determinants of nucleotide choice of the MAT enzyme and the cellular significance of the nucleobase in SAM are unclear. In this study, using structure- and bioinformatics-guided mutagenesis, we identify a flexible active-site loop as a major determinant of nucleotide specificity in MAT. Loop mutations and loop swaps convert ATP-selective Escherichia coli MAT into variants that accept GTP, CTP, and UTP, enabling enzymatic synthesis and purification of S-guanosyl-, S-cytosyl-, and S-uracyl-L-methionine. Further, we show that these analogues partially rescue the growth of an E. coli SAM auxotroph under SAM-limited growth conditions. Biochemical assays show that the analogues bind the tested SAM-utilizing enzymes; they serve as substrates for E. coli SAM decarboxylase but do not support detectable methyl transfer by E. coli DNA adenine methyltransferase. These results establish the flexible loop as a gatekeeper of MAT nucleotide specificity and show that this loop can be engineered to produce SAM analogues which can selectively participate in downstream cellular metabolism.  Graphical Abstract/ Table of contents only  O_FIG O_LINKSMALLFIG WIDTH=200 HEIGHT=108 SRC=""FIGDIR/small/737877v1_ufig1.gif"" ALT=""Figure 1""> View larger version (46K): org.highwire.dtl.DTLVardef@1f38b7forg.highwire.dtl.DTLVardef@4b7844org.highwire.dtl.DTLVardef@c4e8b9org.highwire.dtl.DTLVardef@18ae0a5_HPS_FORMAT_FIGEXP  M_FIG C_FIG"
2026-07-13,29,10.64898/2026.07.12.738054,1,"molecular biology","NPC1 deficiency engages a lysosome - genome - immune program linked to neurodegeneration and cellular aging signatures","Abyadeh, M.; Zarei, M.; Hou, P.-C.; Sari, V.; Lee, K.; Hameed, R.; Mehkri, B.; Malaugh, E.; Newton, J.; Kordula, T.; Wang, Y.-H.; Kaya, A.","Lysosomal dysfunction is a prominent feature of neurodegeneration and aging, yet how primary defects in lysosomal trafficking are converted into progressive cellular decline remains poorly understood. Niemann Pick disease type C (NPC), caused by impaired NPC1 dependent cholesterol export, provides a genetically defined model to address this question. Here, we show that NPC1 deficiency activates a lysosome, genome, immune axis linking cholesterol trafficking failure to neurodegeneration and hallmarks of cellular aging. In Npc1 mutant mice, NPC1 loss triggered DNA damage, neuroinflammation, microglial and astrocytic activation, Purkinje neuron degeneration, and motor dysfunction. Consistently, NPC patient-derived fibroblasts exhibited mitochondrial abnormalities and widespread DNA double-strand breaks. Genome-wide DNA break mapping and transcriptomic analyses revealed extensive genomic instability at regulatory regions, including enrichment of DNA breaks at transcription start sites and G quadruplex associated loci, accompanied by widespread transcriptional reprogramming, activation of innate immune pathways, disruption of fibroblast identity, and induction of cellular aging signatures. We further identify Fingolimod, an FDA approved sphingosine - 1 phosphate receptor modulator, as a potent modifier of this disease network. Fingolimod improved lysosomal cholesterol trafficking, increased LAMP1 abundance, attenuated STING associated inflammatory signaling, normalized mitochondrial function, reduced neuroinflammatory and neurodegenerative phenotypes in Npc1 mutant mice, and broadly shifted disease-associated transcriptional programs toward a healthier state. Extending these findings beyond NPC, Fingolimod improved age-associated phenotypes in C. elegans and prolonged lifespan in aged male mice. Together, these findings identify genome instability and chronic innate immune activation as major downstream consequences of lysosomal cholesterol trafficking failure and establish Fingolimod as a clinically actionable modulator of lysosomal dysfunction, neurodegeneration, and aging-related decline."
2026-07-13,29,10.1101/2025.06.28.662087,2,"cell biology","Pathogen Subversion of Neuro-Epidermal Signaling Impairs Lysosomal Function to Disrupt Collagen Homeostasis","Li, Q.; Liu, Y.; Chen, H.; Xiao, W.; QI, B.","The epidermis relies on collagen-rich extracellular matrices (ECMs) to maintain barrier integrity against pathogens. Lysosomes regulate cuticle collagen turnover, yet how neuronal signaling modulates epidermal lysosomal function and collagen organization during infection remains unclear. Using Pseudomonas aeruginosa PA14-Caenorhabditis elegans infection model, we demonstrate that pathogen-induced neuronal signaling disrupts epidermal lysosomal activity and collagen remodeling. PA14 infection triggers neurons to secrete NSIF-1 (Neuronal Secreted Immune Factor 1), which translocates to the epidermis and impairs lysosomal acidification, maturation, and degradation by suppressing the transcription factor ELT-3. This disruption leads to disorganized collagen structure, compromising cuticle integrity and host resistance. Genetic mutation of nsif-1 restores lysosomal function, enhances collagen density, and improves survival, while neuron-specific nsif-1 knockdown confirms its neuronal origin. Moreover, NSIF-1 inhibits ELT-3 nuclear localization, blocking its role in lysosomal-dependent ECM repair. Our study reveals a neuro-epidermal axis wherein pathogens exploit neuronal signals to disrupt lysosomal function and collagen homeostasis, identifying NSIF-1 and ELT-3 as potential targets to counteract infection-driven ECM dysregulation."
2026-07-13,29,10.64898/2026.07.10.737745,1,biochemistry,"From biofilms to birth: Quantitative murburn rationale for hydrated polymer-centred biological transduction, coherence, and evolution of complex life","Manoj, K. M.; Jaeken, L.; Tamagawa, H.; Burra, V. L. S. P.","Hydrated extracellular polymeric phases (such as mucus, biofilms, and extracellular matrices) have traditionally been viewed as passive barriers. We complement and extend this view by analysing these systems through the murburn framework and liquid-liquid phase separation (LLPS) biophysics. Using quantitative modeling, we first demonstrate how frothy mucus in amphibian egg-masses enhances oxygen delivery while buffering diffusible reactive species (DRS), leading to improved developmental synchrony. We then model the human cervical mucus system, showing its cycle-dependent transitions between coherent barriers (pregnancy), active transduction media (ovulation), and controlled inflammatory remodeling (labor). Finally, we present thiolated polyglycerol sulfate (dPGS-SH) as a synthetic validation (another groups recently published work): this rationally designed mucolytic agent recapitulates native mucuss DRS-modulating properties and shows superior efficacy for addressing cystic fibrosis pathology. With such pan-systemic perspectives, we argue that phase-separated hydrated polymeric matrices represent one of evolutions most conserved solutions for regulating stochastic murburn chemistry, enabling organisms to exploit oxygen while preserving biological coherence. From biofilms to birth, this framework unifies the physicochemical basis of lifes most fundamental processes."
2026-07-13,29,10.64898/2026.07.10.737529,1,bioengineering,"golgi: an open-source graphical platform for image-to-recruitment modeling of peripheral nerve stimulation","Lung, D.; Jia, Y.; Blumer, R.; Reissig, L.; Zopf, L. M.; Heimel, P.; Kraus, C.; Moro, A.; Fachino, M.; Haberbusch, M.","Computational models of peripheral nerve stimulation--coupling finite-element bioelectric fields to biophysical axon models--have become essential for designing electrodes and waveforms for neuromodulation therapies. Yet the established open tools are code-first and assume substantial modeling expertise, and several depend on commercial finite-element solvers, placing realistic nerve modeling out of reach for many experimentalists and clinicians. We present golgi, an open-source platform that takes a peripheral nerve from image to stimulated fiber population through a single graphical interface, with an equivalent scriptable Python API and command-line interface for batch studies. golgi integrates the full pipeline: image segmentation (or import of surfaces or masks), automated multi-region tetrahedral meshing, anisotropic finite-element solution of the extracellular field with explicit perineurium contact impedance, generation of realistic fiber populations and their three-dimensional trajectories (straight, or curved via a quasi-static streamline solver), and biophysical activation thresholds through interchangeable NEURON and a GPU-accelerated surrogate backend. We demonstrate golgi on extruded multifascicular swine and human cervical vagus nerves and on real three-dimensional, branching human and rabbit vagus nerves reconstructed from micro-computed tomography. It reproduces the physiological fiber-diameter recruitment order, quantifies fascicular selectivity and current steering with a multi-contact cuff electrode, and resolves anatomically defined nerve branches. Using this branch resolution, we find that selectively engaging a vagal cardiac branch from a proximal cuff depends on anatomy. In the rabbit, whose cardiac fibers are predominantly small and whose superior cardiac branch forms a discrete, spatially segregated tract, current steering isolates even its small cardiac (B-type) fibers; in the human cervical vagus only the large myelinated fibers are separable, because the high thresholds of the small cardiac fibers force stimulus currents that also recruit off-target fibers. Every study can be exported as an integrity-hashed, self-contained bundle whose finite-element-to-recruitment provenance is verifiable byte-for-byte with a single command--a reproducibility guarantee absent from existing tools. By combining non-specialist usability, anatomical realism, and verifiable reproducibility in one open package, golgi lowers the barrier to in-silico peripheral nerve stimulation modeling. golgi is freely available as open-source software.  Author summaryElectrical stimulation of peripheral nerves treats a growing range of conditions, from epilepsy to inflammatory and cardiovascular disease. Deciding where to place an electrode and how to shape the stimulus increasingly relies on computer models that combine the electric field around the electrode with detailed models of how individual nerve fibers respond. We found that existing software for this is powerful but primarily designed for expert modelers: it generally requires programming, substantial modeling expertise, and sometimes expensive commercial software, which can limit its adoption by experimentalists and clinicians. We built golgi to remove that barrier. With golgi, a user can go from a nerve image all the way to predicted fiber recruitment through a single point-and-click interface, while advanced users keep full scripting control. golgi builds anatomically realistic nerve models, simulates how different fiber types and fascicles are recruited, and lets users compare electrode designs. Using golgi, we also found that whether a small but clinically important nerve branch--such as the cardiac branch of the vagus nerve--can be selectively stimulated depends on its anatomy. In a rabbit nerve, where this branch forms a discrete, spatially separated bundle and its fibers are mostly small, even its small fibers can be targeted from a cuff on the main trunk; in the human, only the large fibers can be reached selectively, because the small cardiac fibers are harder to excite and the stronger currents needed to reach them also activate off-target fibers. Critically, every result can be packaged so that anyone else can verify it reproduces exactly--making peripheral nerve stimulation models easier to build, share, and trust."
2026-07-13,29,10.64898/2026.07.10.737795,1,bioengineering,"Peptide additives reprogram the lipid nanoparticle corona and enhance gene delivery in a serum-free environment for lung epithelium","Hu, J.; Papah, M. B.; Ramirez, A.; Alapati, D.; Sullivan, M. O.","Lipid nanoparticles (LNPs) have become a clinical standard for systemically-administered nucleic acid drugs and vaccines, but the LNP pipeline for locally-delivered LNP therapies remains much less mature. Local delivery in lung represents a particularly compelling application space for DNA-LNP therapeutics, as local gene therapies could support sustained epithelial recovery and functional restoration in various lung diseases. However, locally-delivered DNA-LNPs face multiple barriers, including the limited availability of serum components that often support conventional LNP activity, and the additional delivery barriers posed by the nucleus. We generated hybrid peptide-lipid nanoparticles (hpLNPs) for pulmonary DNA delivery by using a core-shell assembly strategy to incorporate short histone-derived peptides, selected for their DNA-transport capacity, into a clinically inspired LNP formulation. In parallel, we evaluated serum pre-coating of LNPs as a strategy to boost hpLNP activity in the serum-poor airway environment. A peptide:DNA amine/phosphate (N/P) ratio of 0.9 was identified as the highest feasible ratio to permit peptide incorporation into hpLNPs while preserving DNA encapsulation efficiency at >90%, retaining hpLNP colloidal stability, and preserving the overall pKa for LNPs. At N/P = 0.9, hpLNPs showed markedly enhanced DNA delivery in alveolar lung cells, achieving up to a 17-fold increase in transgene expression compared to peptide-free LNPs. Transgene expression levels varied depending on serum concentration, with expression peaking in the presence of 6% serum. Furthermore, serum pre-coating was necessary to enable in vivo hpLNP activity following intratracheal administration in mice, yielding robust local GFP expression. Mechanistic studies in exosome-free serum revealed that peptide incorporation in the hpLNPs enhanced transgene delivery by increasing nanoparticle interactions with serum exosome components, resulting in significant enhancements to hpLNP uptake. Together, these findings identify nanoparticle- serum interactions as a critical determinant of LNP-mediated pulmonary DNA delivery and establish peptide incorporation and serum pre-coating as promising strategies to enable robust, localized gene transfer in serum-free environments."
