Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-05-18,21,10.64898/2026.05.15.725525,1,"cell biology","Functional consequences of centromeric satellite array asymmetry in female meiosis.","Ma, J.; Kumar, D.; Thaploo, A.; Ma, L.; Lampson, M. A.","Centromeres are epigenetically specified chromosomal sites that support kinetochore assembly and often embedded within large satellite DNA arrays. Recent telomere to telomere genome assemblies have revealed extensive variation in centromeric satellite arrays between chromosomes and between individuals, but the functional significance of this variation remains unclear. To determine how satellite array size influences centromere function, we generated hybrid mouse models in which homologous chromosomes with different array sizes are paired in meiosis I, creating array size asymmetry across each meiotic bivalent. When an extremely small array is paired with a moderate size array, we find that array size asymmetry leads to functional asymmetry in both centromere chromatin and interactions with spindle microtubules, lagging chromosomes in anaphase I, and increased aneuploidy in MII eggs. In contrast, pairing an extremely large array with a moderate array does not lead to functional centromere asymmetry. Together, these results suggest a threshold model in which centromere array size is tolerated across a broad range, but minimal arrays become functionally limiting when paired with larger arrays in meiosis."
2026-05-18,21,10.64898/2026.05.15.725319,1,genomics,"Methodological pitfalls in plant pangenome gene family identification may lead to biased evolutionary inferences","Liu, S.; Zhang, W.; Yu, P.","Pangenome-level gene family identification often applies sequence similarity clustering without phylogenetic or synteny information, which risks biologically misleading evolutionary inferences. Using five transcription factor families (bHLH, MYB, NAC, WRKY, MADS-box) across 401 rice pangenome accessions, we compared clustering strategies: OrthoFinder alone, cd-hit alone, MMseqs2 alone, and OrthoFinder-informed refinement by cd-hit or MMseqs2. Methods solely based on sequence similarity merged distinct orthogroups and generated fewer orthogroups than approaches incorporating graph-based orthology. Conflicting cluster assignments, measured against OrthoFinder, varied strongly among families, from approximately 14% in MADS-box to approximately 57% in MYB, and were associated with protein length differences. Core, shell, and cloud gene classifications shifted substantially depending on the method, especially in MYB, NAC, and WRKY families. Critically, Ka/Ks distributions for core genes were highly method-sensitive, with orthology-aware methods yielding more convergent and less variable estimates of selective pressure, whereas noncore gene estimates remained robust. These findings demonstrate that neglecting graph-based orthogroup inference inflates methodological artifacts. We recommend a two-step strategy: initial graph-based orthogroup delineation followed by sequence similarity refinement to balance evolutionary accuracy and resolution in pangenome-scale gene family studies."
2026-05-18,21,10.64898/2026.05.13.724976,1,genomics,"Selecting genomes that matter: haplotype-based prioritization for iterative pangenome expansion","Marone, M. P.; Chen, E.; Himmelbach, A.; Haberer, G.; Spannagl, M.; Stein, N.; Mascher, M.","BackgroundAs pangenomes approach saturation, identifying additional genomes that contribute novel sequence information becomes increasingly difficult. Current sample-selection strategies often rely on global diversity metrics or variant counts and do not explicitly account for the composition of an existing pangenome, a limitation that becomes increasingly relevant as pangenomes mature. Here, we present SelHap, a haplotype-based pipeline that uses whole-genome sequencing (WGS) data to prioritize accessions based on their contribution of novel haplotypes relative to a defined background, enabling targeted and iterative pangenome expansion.

ResultsWe applied SelHap to the barley pangenome, using 76 assembled genomes as a background to select new accessions from a large WGS panel. Using this approach, we generated chromosome-scale genome assemblies from 19 accessions selected with SelHap and from 17 elite lines selected based on their relevance in historical barley breeding. Across multiple benchmarking scenarios, SelHap-based selection consistently resulted in a greater increase in non-redundant (single-copy) pangenome sequence, demonstrating that prioritizing haplotype novelty relative to an existing background maximizes unrepresented sequence content.

ConclusionsBy transforming complex haplotype-clustering outputs into interpretable summaries and ranked candidate lists, SelHap provides a practical framework for targeted pangenome expansion. Beyond sample selection, SelHap can facilitate ancestry and germplasm comparisons across diverse panels. As WGS data become more accessible, SelHap offers a scalable and interpretable solution for extending mature pangenomes by explicitly targeting previously unrepresented sequence space."
2026-05-18,21,10.64898/2026.05.15.725323,1,genomics,"Deep analysis of FANTOM CAGE data reveals hierarchical patterns of TSS co-deployment hubs and their disruption in cancers","Meduri, R.; Satish, A. L.; Singh, U.","Selective deployment of multiple transcription start sites is a major regulatory feature of human transcriptomes. FANTOM CAGE data exhibit a near-universal TSS deployment parsimony which is disrupted in cancers. We have recently shown that TSS deployment is sensitive to gene function, futile upstream transcription, and cellular biosynthetic states. Patterns in FANTOM CAGE data can reveal mechanisms underlying TSS co-deployments. We propose and test the possibility that some TSSs act like epromoters and act as co-varying hubs of transcriptional activities for multiple other promoters. Using deep analysis of CAGE data implemented through neural networks we show that non-cancers implement transcription co-deployments through cores of epromoter-like TSSs which are generally proximal to their start codons. These TSSs show enhancer-like TFBSs profiles. A comparison with cancer CAGE data shows that the concentrated epromoter core is disrupted in cancers with multiple distal TSSs replacing the proximal TSS cores. We provide evidence that the core TSSs are rich in YY1 and CTCF binding sites and associated with genes coding for transcription factors. Our findings show that covariance of TSS deployment is sensitive to transcriptional resource cost and a parsimonic design of TSS co-deployments depends on proximal TSSs in non-cancers, a mechanism grossly disrupted in cancers.

HighlightsO_LIHeterogeneous FANTOM CAGE data contains universal patterns of TSSs co-deployments.
C_LIO_LITSS co-deployments exhibit a parsimonious ""core-covariant"" scheme which is disrupted in cancers.
C_LIO_LICore TSSs are enriched in transcription factor binding sites and gene functions which justify biological features of the samples.
C_LIO_LIThe DL pipeline we present identifies the core-covariant TSS sets in an unbiased manner.
C_LI"
2026-05-18,21,10.64898/2026.05.10.724123,1,genomics,"Genomic analysis of BCG unresponsive non-muscle-invasive bladder cancer identifies drivers of sensitivity to intravesical Gemcitabine/Docetaxel","Yim, K.; Vergara, M.; Lee, J.; Reardon, B.; Park, J.; Melnick, K.; Clinton, T. N.; Matthew, M.; Steele, G. S.; Bolduc, J.; Hirsch, M. S.; Rizzo, N.; Wu, C.-L.; Wszolek, M. F.; Salari, K.; Feldman, A. S.; Kibel, A. S.; Mouw, K. W.; Van Allen, E. M.; Preston, M. A.; Carvalho, F. L.","Background and ObjectivesIntravesical gemcitabine/docetaxel (Gem/Doce) is an effective therapy for Bacillus Calmette- Guerin (BCG)-unresponsive non-muscle-invasive bladder cancer (NMIBC), achieving 50% complete responses at 2 years. However, the genomic determinants underlying response and resistance to Gem/Doce remain poorly defined. Our objective was to define the mutational landscape of BCG-unresponsive NMIBC and nominate genomic features associated with response or resistance Gem/Doce.

MethodsPatients with BCG-unresponsive NMIBC treated with Gem/Doce were classified as responders (recurrence-free survival [RFS] >12 months) or non-responders (RFS <12 months). Whole-exome sequencing was performed on tumors prior to Gem/Doce treatment (n=23). Single nucleotide variants were identified and annotated using a Cancer Genome Analysis pipeline. Copy number alterations were inferred with ABSOLUTE, and clonal architecture was reconstructed using PhylogicNDT.

Key Findings and LimitationsResponders demonstrated significantly prolonged time to high-grade recurrence (3.5 vs 42 months, p<0.001) and cystectomy compared with non-responders (9.5 months vs not reached; p<0.001). Non-responders exhibited higher tumor mutational burden (13.66 vs 8.71; p=0.02) and more frequent whole-genome doubling (2/2 non-responders vs 0/1 responders; p=0.33). Phylogenetic analyses revealed clonal BAP1 and subclonal BRCA2 mutations in responders, whereas non-responders harbored clonal FGFR3 mutations. Limitations include small sample size and retrospective design.

Conclusions and Clinical ImplicationsDistinct genomic features underlie differential response to Gem/Doce in BCG-unresponsive NMIBC. In responders, alterations in DNA repair pathways (e.g., BRCA2) may sensitize tumors to chemotherapy, while non-responders with FGFR3 mutations may benefit from alternative targeted strategies. These findings warrant validation in larger cohorts and support the development of biomarker-driven clinical trials.

Patient summaryIn this report we analyzed bladder tumors and found that some tumors respond well to treatment because they have defects in repairing DNA, making them more vulnerable to chemotherapy. In contrast, tumors that do not respond to chemotherapy harbor different genetic changes that help them survive and grow. These findings may help physicians choose more effective and personalized treatments in the future."
2026-05-18,21,10.64898/2026.05.07.723606,1,bioengineering,"Advancing Knotted Protein Design with ESM3: Guided Generation and Topological Insights","Marsalkova, E.; Simecek, P.","Multimodal protein language models have transformed protein design, yet their capacity to capture complex topological features remains poorly understood. We use knotted proteins, rare structures in which the backbone forms a nontrivial topological knot, as a test case to probe this capacity using ESM3, a generative protein language model. ESM3s guided generation produces knotted proteins with an 89% success rate (95% CI: 81-94%), compared to [~] 0.5% for unguided diffusion-based approaches. Knot topology is remarkably robust to sequence perturbation: on average 84% of the protein sequence must be altered before the knot breaks, and the loss follows a sharp threshold rather than gradual degradation. Strikingly, structural drift accumulates well before topological disruption, suggesting that topology is more robust than specific three-dimensional arrangement. Generated proteins show no close sequence similarity to known knotted proteins, arguing against simple memorization. These findings have implications for protein engineering and, more speculatively, for discussions of biosecurity in the era of generative biological AI."
2026-05-18,21,10.64898/2026.05.14.725156,1,bioengineering,"Rapid imaging of lysyl oxidase activity and fibrogenesis with a turn-on fluorophore","Li, D.; Hernandez, I. C.; Brasket, C.; Eissa, I. R.; Pantazopoulos, P.; Tanabe, K. K.; Carlson, J. C. T.; Turner, J. R.; Caravan, P.; Le Fur, M.","Fibrogenesis is essential to wound healing, but aberrant fibrogenesis is a driver of many chronic diseases and cancers. Lysyl oxidases (LOX) play a pivotal role in fibrogenesis by catalyzing the oxidation of lysine residues to reactive aldehydes (allysine) in collagens and elastin, resulting in the crosslinking and excessive deposition of these extracellular matrix components. Currently, rapid and robust histological assays to visualize the spatial distribution of LOX activity are lacking, hindering the precise validation of anti-fibrotic therapies. Here, we present a histological fluorescent staining method to visualize fibrogenesis (active fibrosis) and LOX activity in tissue sections utilizing a bioorthogonal tag and a click reaction with a turn-on fluorophore. Notably, requiring only two commercial reagents, this protocol can be completed in under two hours and is compatible with other imaging modalities, including second-harmonic generation and immunofluorescence staining. We validated this method across various healthy and fibrotic mouse and human tissue specimens."
2026-05-18,21,10.64898/2026.05.11.724213,1,bioinformatics,"Rescuing true protein binders from AI hallucinations via zero-shot, ensemble-driven statistical physics scoring","Chou, C.-H.; Hong, X.; Xu, J.","The advancement of deep generative models has facilitated de novo protein and antibody design, yet translation to experimental success is hindered by a high generation rate of structural decoys. Current affinity predictors and standard structural confidence metrics fail to reliably distinguish these AI hallucinations from true binders. Here, we present Sipobe-PPA, an affinity ranking framework that conceptualizes interacting protein interfaces as pseudo-ligands, evaluating them through an AI-driven statistical physics forcefield. Because this forcefield is trained exclusively on small-molecule interactions, Sipobe-PPA acts as a zero-shot physical evaluator for protein-protein interfaces, preventing the framework against the data leakage and memorization pitfalls that affect models trained directly on protein complex datasets. To capture the structural plasticity of binding interactions, Sipobe-PPA employs a conformational ensemble strategy, computing interaction scores across multiple AlphaFold3(AF3)-predicted structural states. Benchmarking on decoy-rich de novo datasets-including Bindcraft, Boltzgen, and the Germinal antibody dataset-demonstrates the significant improvement offered by this approach. In a real-world pipeline scenario simulating wet-lab constraints (pre-filtered by AF3 ipTM > 0.8 and pLDDT > 80), Sipobe-PPA achieved an 80% Hit Rate within its Top 5 predictions across the combined dataset, compared to 0% for physical baselines like Rosetta-{Delta}G. Notably, our structural ensemble averaging outperformed single-structure scoring, highlighting the necessity of modeling prediction diversity. By maximizing top-tier hit rates across diverse nanobody and de novo targets, Sipobe-PPA provides a scalable screening paradigm that bridges the gap between computational generation and wet-lab viability."
2026-05-18,21,10.64898/2026.05.13.724985,1,bioinformatics,"Evaluating open LLMs for agentic analysis orchestration in a typical biomedical lab","Nekrutenko, A.","Agentic tools -- software environments where a large language model plans, calls external tools, executes code, and iterates with minimal human intervention -- will run a substantial share of routine biomedical data analysis within the next few years. However, per-call inference cost on frontier models is the bottleneck and can add up quickly. Here, we tested whether a free, locally-runnable open-weight model could take over the repetitive execution steps at frontier accuracy. We used Claudes Opus to author plans of increasing detail for per-sample variant calling, and ran six 2026-release open-weight implementer LLMs against those plans on a set of desktop GPUs. qwen3.6:27b reproduced frontier accuracy on every plan and matched Opus cell-for-cell on a 36-cell error-injection matrix. A sub-$2,000 Jetson or Apple Mac Mini sufficed for the implementer side. The open-weight model landscape evolves on the order of months, so the specific implementer recommended here will be superseded; we provide the plans, harness, scoring code, and per-cell artifacts at https://github.com/nekrut/LLM-eval-paper as a framework for re-evaluating future models."
2026-05-18,21,10.64898/2026.05.13.725050,1,microbiology,"A complete-genome view of phylum Nanobdellota and recurrent Form III RuBisCO transfer between archaea and Patescibacteriota","Nielsen, T. N.; Lui, L. M.","The archaeal phylum Nanobdellota (formerly Nanoarchaeota) was previously represented by four complete genomes. We present 208 complete Nanobdellota genomes from Oxford Nanopore metagenomes of the Baltic Sea water column and Fennoscandian groundwater (69-201 m below sea level), rotated to the ORC1/Cdc6 replication origin -- a 52-fold expansion of complete-genome representation.

Across the ar53 supermatrix and a Nanobdellota-tuned 71-marker supermatrix on 1,239 taxa, the named GTDB orders within Nanobdellota are recovered as monophyletic clades, including the three orders that dominate our environmental sampling: Woesearchaeales, Pacearchaeales, and the GTDB placeholder order SCGC-AAA011-G17. This is consistent with the existing GTDB R232 order-level circumscription. We retire the SCGC-AAA011-G17 placeholder name, replacing it with a complete-genome-anchored SeqCode nomenclatural chain (Maxwellarchaeales ord. nov., Maxwellarchaeaceae fam. nov., Maxwellarchaeum gen. nov., and Maxwellarchaeum balticum sp. nov.) without altering the order-level circumscription.

Pacearchaeales and Maxwellarchaeales retain no central or energy metabolism beyond Form III RuBisCO, PEP synthase, and ferredoxin; Woesearchaeales retains partial glycolysis and a V/A-type ATPase. A 4,262-tip phylogeny of rbcL (the RuBisCO large-subunit gene) identifies nine candidate archaea-to-Patescibacteriota Form III RuBisCO transfer events -- including one to a Baltic Minisyncoccia -- versus two reciprocal candidates, consistent with archaea-to-CPR being the more frequently identified direction in our data. All 256 Nanobdellota genomes (208 complete + 48 high-quality non-circular), the ar71 marker set with its 1,239-taxon ML tree, 154 Nanobdellota-trained HMMs for KEGG-ortholog detection in DPANN proteomes (94 ROBUST), and the 4,262-tip rbcL reference tree are released as a community resource, alongside the full analysis archive -- alignments, intermediate trees, structural predictions, and per-step scripts -- at Zenodo (DOI 10.5281/zenodo.20174424; see Using the resource)."
